@relation missing_fixed

@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Temp numeric
@attribute TMax numeric
@attribute Tmin numeric
@attribute SLP numeric
@attribute Humidity numeric
@attribute PPresure numeric
@attribute VVisiblity numeric
@attribute VavgWindSpeed numeric
@attribute VMWindSpeed numeric
@attribute VGspeed numeric
@attribute RAin numeric
@attribute SNow numeric
@attribute TStrom numeric
@attribute FoG numeric
@attribute AQI numeric
@attribute NowCast numeric
@attribute Raw numeric

@data
2016,3,20,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,167.625,87.645833,87.666667
2016,3,21,28.8,34.8,24.6,1006.2,64,0,3.9,4.8,9.4,0,8,0,5,1,157.75,75.35,75.208333
2016,3,22,29.2,34.2,25.5,1006.8,50,0,4,3.7,7.6,0,8,0,5,1,159.041667,71.195833,70.75
2016,3,23,28.1,33.8,22,1009.4,36,0,4,2.4,7.6,0,8,0,5,1,164.083333,80.995833,82.875
2016,3,24,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,179.791667,110.6625,111.416667
2016,3,25,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,192.166667,129.341667,131.625
2016,3,26,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,235.041667,175.120833,174.625
2016,3,27,28.9,33.2,24.8,1011.3,68,0,4.3,4.4,5.4,0,8,0,5,1,162.541667,77.775,74.291667
2016,3,28,24.8,29.2,21.6,1011.2,81,1.02,4.3,5.7,14.8,0,8,0,5,1,123.208333,45.191667,43.833333
2016,3,29,26.6,33.6,20.8,1011.5,67,12.7,3.4,4.6,14.8,0,8,0,5,1,149.875,66.116667,66.666667
2016,3,30,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,159.125,77.645833,77.875
2016,3,31,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,148.5,65.495833,65.541667
2016,4,1,22.3,27,18.2,1010.2,78,7.11,3.9,2.6,9.4,0,5,0,2,0,130.375,53.479167,54.5
2016,4,2,25,27,20.6,1010.5,82,1.02,4,0,9.4,0,5,0,2,0,149.666667,59.975,60.416667
2016,4,3,27.4,31.5,24.4,1009.5,83,9.14,3.9,1.3,3.5,0,5,0,2,0,145.625,63.558333,61.541667
2016,4,4,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,121.875,44.375,44.5
2016,4,5,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,122.25,45.783333,2.5
2016,4,6,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,146.958333,55.116667,54.708333
2016,4,7,29.1,33,27.1,1007.1,81,0,4.2,4.6,5.4,0,5,0,2,0,146.333333,54.5625,54.416667
2016,4,8,31,36,27,1006.9,70,0,4.5,4.4,9.4,0,5,0,2,0,147.125,60.895833,61
2016,4,9,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,137.458333,53.166667,52.375
2016,4,10,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,138.208333,55.670833,55.791667
2016,4,11,30.1,36.6,27.1,1003.3,80,0,4.5,4.4,14.8,0,5,0,2,0,139.041667,55.25,54.708333
2016,4,12,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,149.375,63.475,64.333333
2016,4,13,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,151.291667,63.2625,62.375
2016,4,14,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,118.958333,42.829167,42.833333
2016,4,15,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,131.208333,47.733333,47.458333
2016,4,16,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,117.541667,42.233333,41.416667
2016,4,17,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,115.125,42.029167,42
2016,4,18,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,122.833333,44.970833,45.041667
2016,4,19,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,116.291667,41.7,42.416667
2016,4,20,30.9,35.9,28,1004.9,67,0,4.5,6.9,11.1,0,5,0,2,0,132.208333,48.433333,48.125
2016,4,21,30.9,35.5,28,1002.9,69,0,4.8,8,11.1,0,5,0,2,0,112.708333,40.258333,40.041667
2016,4,22,31.4,36.4,28.2,1001.2,68,0,4.5,6.5,11.1,0,5,0,2,0,131.041667,49.9875,49.5
2016,4,23,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,124.208333,44.945833,44.75
2016,4,24,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,129.958333,49.579167,49.666667
2016,4,25,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,120.833333,43.566667,43.625
2016,4,26,31.4,36.3,28.4,1007,68,0,4.8,4.4,7.6,0,5,0,2,0,116.166667,41.633333,41.25
2016,4,27,32.1,36.8,28.2,1006,65,0,4.8,4.3,5.4,0,5,0,2,0,116.166667,41.541667,41.958333
2016,4,28,31.6,36.5,28.2,1004.4,67,0,4.5,3.3,5.4,0,5,0,2,0,123.166667,44.5,44.333333
2016,4,29,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,139.458333,54.7625,54.416667
2016,4,30,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,130.208333,47.795833,47.916667
2016,5,1,30.4,34.3,25.1,1003.8,69,9.91,4.5,5.4,5.4,0,11,0,9,0,126.541667,46.841667,46.958333
2016,5,2,26.3,33,22.7,1005.9,68,0,4.2,5.4,14.8,0,11,0,9,0,129.541667,47.966667,48.291667
2016,5,3,28.2,32.4,22,1006.8,74,0,4.3,5,9.4,0,11,0,9,0,140.125,53.1125,54.583333
2016,5,4,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,114.833333,41.383333,40.541667
2016,5,5,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,149.541667,63.104167,64.166667
2016,5,6,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,151.083333,78.154167,78.666667
2016,5,7,26.8,31.6,23.4,1008.8,75,4.06,3.7,4.3,14.8,0,11,0,9,0,139.166667,62.0125,59.458333
2016,5,8,29.1,34,22.8,1009.1,62,4.32,4.5,2,5.4,0,11,0,9,0,125.666667,51.216667,55.458333
2016,5,9,28.6,35.6,26,1008.1,73,2.29,4.3,0,5.4,0,11,0,9,0,164.916667,90.154167,87.583333
2016,5,10,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,167.458333,87.208333,88.75
2016,5,11,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,159.958333,75.516667,75.541667
2016,5,12,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,148.791667,72.25,68.916667
2016,5,13,24.9,32.1,23,1005.5,83,32,3.7,3.9,9.4,0,11,0,9,0,104.625,36.9125,36.958333
2016,5,14,28.8,34,22.6,1006.2,77,2.03,4,3,9.4,0,11,0,9,0,119.833333,44.145833,45.125
2016,5,15,30.6,34.7,26.8,1005.8,73,0,4.5,2.4,5.4,0,11,0,9,0,111.125,39.9,39.166667
2016,5,16,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,96.416667,33.229167,33.041667
2016,5,17,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,79.625,25.7125,25.416667
2016,5,18,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,92.083333,31.475,31.625
2016,5,19,27.3,30.6,24,1005.4,80,0.25,4.2,5.6,11.1,0,11,0,9,0,84.291667,27.754167,27.583333
2016,5,20,25.8,28.8,24,1002.1,90,10.16,4.2,1.3,3.5,0,11,0,9,0,72.083333,22.154167,22.375
2016,5,21,24.4,25,23.8,997.2,93,63.5,3.1,11.1,22.2,0,11,0,9,0,55.5,15.2875,15.708333
2016,5,22,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,136.375,52.4875,52.916667
2016,5,23,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,118,43.495833,44.708333
2016,5,24,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,136.75,57.65,55.958333
2016,5,25,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,134.083333,54.658333,56.083333
2016,5,26,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,143.375,54.704167,53.958333
2016,5,27,28.7,32.8,23,1003,77,3.81,4.2,4.8,16.5,0,11,0,9,0,137.958333,59.0625,59
2016,5,28,26.9,29,24.9,1002.5,83,8.64,4,2,5.4,0,11,0,9,0,112.833333,40.579167,40
2016,5,29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,127.5,49.825,51.333333
2016,5,30,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,150,66.879167,66.666667
2016,5,31,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,145.708333,64.404167,64.333333
2016,6,1,29.6,32.8,25.2,1004.4,74,0,4.5,1.1,3.5,0,4,0,3,0,143.541667,59.691667,62.666667
2016,6,2,31.3,35.4,25.8,1004.2,64,0,4.8,1.9,9.4,0,4,0,3,0,156.125,81.791667,78.541667
2016,6,3,31.6,36,28,1004.2,65,0,4.7,3.5,5.4,0,4,0,3,0,130.875,49.35,49.166667
2016,6,4,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,122.458333,45.866667,45.458333
2016,6,5,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,122.541667,44.266667,44.333333
2016,6,6,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,118.75,42.85,42.958333
2016,6,7,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,130.208333,50.458333,50.916667
2016,6,8,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,92.5,31.533333,97.916667
2016,6,9,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,86.166667,28.575,13.75
2016,6,10,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,92.583333,31.5625,32.583333
2016,6,11,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,141.625,55.0125,54.75
2016,6,12,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,118,42.795833,42.75
2016,6,13,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,118.75,43.008333,42.833333
2016,6,14,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,132.458333,50.695833,51.541667
2016,6,15,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,125.083333,46.179167,45.958333
2016,6,16,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,136.541667,50.320833,7.041667
2016,6,17,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,102.458333,36.275,35.416667
2016,6,18,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,88.625,29.925,29.875
2016,6,19,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,102.583333,35.929167,36.125
2016,6,20,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,72.958333,22.5375,22.416667
2016,6,21,30.4,34.2,27.6,1004.2,73,1.78,4.3,2.8,5.4,0,4,0,3,0,73.916667,22.983333,23.333333
2016,6,22,28.8,32.4,27.8,1004.8,82,0.76,4.2,1.9,5.4,0,4,0,3,0,73.083333,22.6375,22.416667
2016,6,23,30.5,33.8,28.1,1002.6,76,0.51,4,17.2,5.4,0,4,0,3,0,88.833333,29.4875,12.75
2016,6,24,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,77.833333,24.695833,24.5
2016,6,25,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,92.708333,31.4,31.333333
2016,6,26,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,122.625,45.2,45.291667
2016,6,27,31.9,35,27.9,1002.3,66,0,5,3.7,9.4,0,4,0,3,0,77.375,24.433333,23.5
2016,6,28,31.7,34.6,29,1003.2,68,0,4.7,3.3,5.4,0,4,0,3,0,73.416667,22.733333,23.291667
2016,6,29,31.2,34.8,29,1002.6,71,0,4.7,1.5,5.4,0,4,0,3,0,96.833333,33.441667,34.041667
2016,6,30,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,96.166667,32.7875,32.333333
2016,7,1,30.1,31.8,28,1000,78,4.32,5,1.9,5.4,0,22,0,4,0,81.416667,26.529167,26.958333
2016,7,2,29.4,32.2,27,998.8,83,26.67,3.9,3.9,5.4,0,22,0,4,0,71.291667,21.7125,21.041667
2016,7,3,27.8,31.3,26.6,998.5,92,28.7,3.5,2.4,3.5,0,22,0,4,0,79.041667,25.258333,25.916667
2016,7,4,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,74.583333,23.304167,22.541667
2016,7,5,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,67.875,20.15,20
2016,7,6,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,64.166667,18.658333,19.333333
2016,7,7,30.9,33.6,26,998.6,74,0,4.7,1.5,5.4,0,22,0,4,0,70,21.1125,21
2016,7,8,30.9,34.1,27.3,998.2,72,0,5,1.5,5.4,0,22,0,4,0,59.25,16.070833,15.708333
2016,7,9,29.8,33.5,28,997.7,76,0,4.7,4.1,5.4,0,22,0,4,0,51.666667,13.1875,13.833333
2016,7,10,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,65.416667,18.970833,18.666667
2016,7,11,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,64.875,18.695833,18.708333
2016,7,12,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,76.083333,23.9125,24.041667
2016,7,13,27.6,33.5,19.5,1000.2,94,21.34,4.5,1.5,3.5,0,22,0,4,0,81.541667,26.55,27.333333
2016,7,14,30.5,34.5,27.4,999.7,75,0,4.8,2.6,3.5,0,22,0,4,0,89.25,30.258333,29.958333
2016,7,15,29.2,33.2,27,1000.4,81,7.87,4.5,2.6,3.5,0,22,0,4,0,83.875,27.679167,27.208333
2016,7,16,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,95.291667,32.616667,32.833333
2016,7,17,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,84.75,28.116667,28.125
2016,7,18,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,91.916667,31.229167,31.833333
2016,7,19,28.3,31.5,26.4,1002.1,87,6.1,4.7,0.7,3.5,0,22,0,4,0,102.166667,35.604167,36.083333
2016,7,20,29,32,26.8,1002.3,84,1.02,4.3,1.5,5.4,0,22,0,4,0,111.958333,40.5,40.791667
2016,7,21,29.2,30.9,27.7,1004.1,81,2.79,4.5,2.2,5.4,0,22,0,4,0,112.125,40.891667,35.07
2016,7,22,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,93.125,31.5625,31
2016,7,23,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,89.416667,29.916667,30.875
2016,7,24,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,105.541667,37.2,37.208333
2016,7,25,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,83.625,27.491667,26.791667
2016,7,26,27.8,30.7,25.2,1008.3,80,3.81,4.5,3.1,5.4,0,22,0,4,0,81.083333,26.195833,26.416667
2016,7,27,30.8,33.5,25.2,1007,66,0,5,3,5.4,0,22,0,4,0,94,33.225,34.041667
2016,7,28,29.7,33.6,27.5,1004.7,79,0,5,0.4,3.5,0,22,0,4,0,94.583333,32.404167,33.083333
2016,7,29,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,155.166667,69.095833,68.958333
